13.013293,0.057017
13.029939,0.056971
13.046681,0.057238
13.063295,0.057423
13.079952,0.057421
13.096631,0.057522
13.113347,0.057929
13.129964,0.058274
13.146644,0.058417
13.163272,0.058423
13.179944,0.058382
13.196662,0.058361
13.214204,0.058202
13.229972,0.058008
13.246624,0.057980
13.263336,0.057854
13.279987,0.057583
13.296596,0.057142
13.313503,0.056514
13.330585,0.056115
13.346948,0.056161
13.364944,0.056286
13.380227,0.056947
13.397137,0.057597
13.413279,0.058282
13.430702,0.058835
13.447514,0.059030
13.464362,0.059183
13.480733,0.059409
13.497571,0.059727
13.513265,0.060095
13.531026,0.060700
13.547393,0.061839
13.563255,0.062241
13.579965,0.062562
13.596622,0.062680
13.613599,0.062812
13.629935,0.062647
13.646628,0.062252
13.663808,0.061965
13.696549,0.062069
13.713277,0.062355
13.729903,0.062223
13.747000,0.062157
13.763673,0.062030
13.780748,0.062093
13.797361,0.061953
13.813782,0.061686
13.831431,0.061369
13.846625,0.061226
13.864432,0.061307
13.879965,0.061024
13.897674,0.060807
13.914596,0.060616
13.930281,0.060651
13.947261,0.060633
13.963261,0.060908
13.979964,0.061255
13.998308,0.061692
14.013960,0.062123
14.029930,0.062374
14.047533,0.062440
14.064200,0.062279
14.079937,0.062140
14.097588,0.062173
14.113923,0.062320
14.131144,0.062392
14.147509,0.062402
14.163717,0.062432
14.179907,0.062547
14.196604,0.062513
14.213259,0.062552
14.232332,0.062538
14.246578,0.062588
14.263535,0.062654
14.279916,0.062532
14.296573,0.062220
14.314595,0.062190
14.331539,0.062210
14.347121,0.062089
14.363609,0.062089
14.379817,0.063167
14.396797,0.085826
14.413567,0.213643
14.430418,0.651465
14.446590,0.893633
14.463236,0.924454
14.480763,0.909828
14.497878,0.878641
14.513700,0.824312
14.530224,0.612112
14.547472,0.409247
14.564155,0.312907
14.580379,0.215356
14.597105,0.173983
14.613259,0.140207
14.630568,0.119003
14.647317,0.105340
14.663850,0.095928
14.701849,0.089761
14.714532,0.082009
14.730419,0.076192
14.747432,0.072762
14.763271,0.070265
14.781095,0.068084
14.797598,0.063649
14.813702,0.049602
14.831138,0.044409
14.847085,0.042207
14.864572,0.041237
14.879893,0.041084
14.897338,0.041639
14.913201,0.043920
14.929862,0.045381
14.947190,0.047131
14.964656,0.048308
14.980659,0.049518
14.997818,0.050051
15.013803,0.050441
15.030921,0.050791
15.046587,0.050561
15.063245,0.050482
15.080497,0.050559
15.096965,0.050612
15.113424,0.050524
15.131363,0.050054
15.146553,0.049738
15.163200,0.049383
15.179941,0.049634
15.196540,0.051809
15.213222,0.054831
15.231427,0.056128
15.246571,0.057000
15.263207,0.057482
15.279871,0.057779
15.298117,0.057948
15.313225,0.057967
15.331136,0.058128
15.346893,0.058515
15.364346,0.058706
15.379824,0.058512
15.396929,0.057742
15.413220,0.057151
15.431209,0.056674
15.446523,0.056427
15.464069,0.056411
15.479928,0.056653
15.496497,0.057042
15.513198,0.057586
15.529862,0.058144
15.547466,0.058601
15.564152,0.058717
15.579868,0.058961
15.597256,0.059051
15.613467,0.059117
15.630575,0.059105
15.646556,0.059067
15.683499,0.059064
15.697509,0.058904
15.713753,0.058671
15.730303,0.058666
15.747177,0.058725
15.763797,0.058715
15.780801,0.058827
15.797256,0.058781
15.813166,0.058496
15.829810,0.058171
15.847946,0.057888
15.863190,0.057968
15.880585,0.058141
15.896708,0.058373
15.914006,0.058595
15.930068,0.058619
15.946532,0.058607
15.964487,0.058499
15.980457,0.058532
15.997341,0.058816
